,Restaurant_id,Name,Location,Price_for_two,Cuisines,Rating,Delivery_review_number,Price_for_one
778,778,Annamandir,"Whitefield, Bangalore",100,"South Indian, Street Food",0.0,1652.0,50.0
779,779,Konaseema Vantillu,"Whitefield, Bangalore",250,"South Indian, Biryani",0.0,6.0,125.0
780,780,Faasos - Wraps & Rolls,"SJR I Park, Bangalore",450,"Rolls, Wraps, Shawarma",0.0,0.0,225.0
781,781,Hoskote Mutton Dum Biryani,"Brookefield, Bangalore",350,"Biryani, South Indian, North Indian",0.0,0.0,175.0
782,782,GMR’S TEA TRANCE,"Brookefield, Bangalore",200,"Sandwich, Fast Food",0.0,19.0,100.0
783,783,Udupi Vaibhav,"Whitefield, Bangalore",350,"South Indian, North Indian, Chinese, Street Food, Sandwich, Juices, Shake, Desserts",0.0,247.0,175.0
784,784,Bologna,"Whitefield, Bangalore",1300,"Italian, Desserts, Pizza, Pasta",4.5,214.0,650.0
785,785,Sri Meghna Delux Mess,"Whitefield, Bangalore",350,"Chinese, Biryani, Desserts, Beverages, South Indian, Shake, Sichuan",0.0,8.0,175.0
786,786,Kerala Home Kitchen,"Whitefield, Bangalore",500,"Kerala, South Indian, North Indian, Seafood, Biryani, Street Food, Chinese, Beverages",0.0,579.0,250.0
787,787,Teaholic - The Kullad Tea,"Brookefield, Bangalore",150,"Tea, Shake, Beverages, Sandwich, Burger, Fast Food, Street Food",0.0,0.0,75.0
788,788,PetPuja Food & Snacks,"Brookefield, Bangalore",300,"North Indian, Modern Indian",0.0,143.0,150.0
789,789,Varalakshmi Tiffins,"Brookefield, Bangalore",150,"South Indian, Street Food, Beverages",0.0,0.0,75.0
790,790,Goofoo House,"KR Puram, Bangalore",250,South Indian,3.5,1536.0,125.0
791,791,Om Agarwal Bhavan,"Whitefield, Bangalore",200,"Street Food, Desserts, Beverages",0.0,440.0,100.0
792,792,Champaran Mutton House,"Whitefield, Bangalore",300,"South Indian, Fast Food",0.0,12.0,150.0
793,793,South Indian kitchen,"ITPL Main Road, Whitefield, Bangalore",300,"North Indian, Chinese, Biryani, Fast Food",0.0,1.0,150.0
794,794,Mint Malabari Kerala Food,"Whitefield, Bangalore",200,"Kerala, South Indian, Tea",0.0,0.0,100.0
795,795,Rolling Fresh,"KR Puram, Bangalore",300,"Rolls, Fast Food, North Indian",0.0,146.0,150.0
796,796,Halli Mane Natti Style,"Marathahalli, Bangalore",400,"South Indian, Biryani",0.0,2.0,200.0
797,797,Sri Vasavi Upahara,"KR Puram, Bangalore",150,South Indian,0.0,715.0,75.0
798,798,Royal Rajasthani Fast Food And Restaurant,"Kadubeesanahalli, Bangalore",300,"North Indian, Chinese",0.0,94.0,150.0
799,799,Periyar Dine In,"Whitefield, Bangalore",400,"South Indian, Chinese, Kerala, Seafood, North Indian, Biryani, Fast Food, Beverages",0.0,151.0,200.0
800,800,Pure Bhoj,"Marathahalli, Bangalore",200,"North Indian, Street Food, Desserts",0.0,99.0,100.0
801,801,S.L.V. Iyengar Bakery,"Marathahalli, Bangalore",300,"Bakery, Street Food",0.0,83.0,150.0
802,802,Abooz Cafe,"Whitefield, Bangalore",300,"South Indian, Biryani, Sandwich, Fast Food, Street Food, Beverages",0.0,170.0,150.0
803,803,Olivera,"KR Puram, Bangalore",550,"South Indian, North Indian, Biryani, Mughlai, Chinese, Shake, Desserts, Beverages",0.0,2.0,275.0
804,804,Sri Udupi Park,"Marathahalli, Bangalore",500,"South Indian, North Indian, Chinese, Beverages, Sandwich, Shake",0.0,0.0,250.0
805,805,The Twenty Handmade Chocolates,"Varthur Main Road, Whitefield, Bangalore",250,Desserts,0.0,3.0,125.0
806,806,G6 Food Court,"Marathahalli, Bangalore",400,"South Indian, North Indian, Andhra, Chinese, Desserts, Rolls",0.0,458.0,200.0
807,807,Ganesh Food Corner,"Brookefield, Bangalore",200,South Indian,0.0,23.0,100.0
808,808,Sangam Sweets - Since 1964,"Whitefield, Bangalore",200,"Mithai, Street Food, Sandwich, Beverages",3.4,3792.0,100.0
809,809,Cafe 1947,"Marathahalli, Bangalore",350,"Pizza, Chinese, Fast Food",0.0,0.0,175.0
810,810,FNP Cakes By Ferns N Petals,"Apple City, Bangalore",350,"Bakery, Desserts",0.0,314.0,175.0
811,811,Al Halaal Tabrez,"Varthur Main Road, Whitefield, Bangalore",400,"South Indian, North Indian",0.0,0.0,200.0
812,812,Burger Man,"Marathahalli, Bangalore",200,"Fast Food, Sandwich",0.0,82.0,100.0
813,813,Guntur Vari Amma Hotel,"KR Puram, Bangalore",350,"South Indian, Street Food",0.0,64.0,175.0
814,814,Midnight Cravings 24/7,"Marathahalli, Bangalore",450,"Fast Food, Beverages, Shake",0.0,94.0,225.0
815,815,Cafe Suggi,"Whitefield, Bangalore",400,"Chinese, Fast Food",0.0,314.0,200.0
816,816,Chai days,"Whitefield, Bangalore",300,"Tea, Fast Food, Street Food, Beverages, Desserts",0.0,338.0,150.0
817,817,"Jagakalia  Sweets, Snacks And Savouries","Varthur Main Road, Whitefield, Bangalore",300,"Mithai, Street Food, Desserts",0.0,405.0,150.0
818,818,Nellore Kitchen,"Marathahalli, Bangalore",300,South Indian,0.0,477.0,150.0
819,819,Mani's Royal Biryani,"Marathahalli, Bangalore",500,Biryani,0.0,187.0,250.0
820,820,The Chai Walah,"Marathahalli, Bangalore",200,Tea,0.0,28.0,100.0
821,821,The Spicy Sambar,"Marathahalli, Bangalore",250,"South Indian, North Indian, Chinese, Beverages",0.0,1712.0,125.0
822,822,Crave Wave,"Marathahalli, Bangalore",300,"South Indian, Fast Food",0.0,0.0,150.0
823,823,Davanagere Benne Dose Hotel,"Whitefield, Bangalore",250,South Indian,0.0,269.0,125.0
824,824,Bangali Hotel,"Marathahalli, Bangalore",200,Bengali,0.0,0.0,100.0
825,825,McCafe by McDonald's,"Brookefield, Bangalore",600,"Cafe, Coffee, Fast Food, Desserts, Shake, Beverages",0.0,93.0,300.0
826,826,Utkal Spice Heaven,"ITPL Main Road, Whitefield, Bangalore",200,North Indian,0.0,78.0,100.0
827,827,KaAra - Taste Of South,"Brookefield, Bangalore",200,"South Indian, Biryani",0.0,15.0,100.0
828,828,The Burgers King,"Varthur Main Road, Whitefield, Bangalore",350,"Burger, Fast Food",0.0,50.0,175.0
829,829,Nala Bhima Restaurant,"Marathahalli, Bangalore",600,"North Indian, South Indian, Continental, Chinese, Desserts, Beverages",0.0,47.0,300.0
830,830,SRI SHANKAR ANDHRA MESS,"Whitefield, Bangalore",100,Biryani,0.0,2.0,50.0
831,831,Bengaluru Military Hotel,"KR Puram, Bangalore",450,"North Indian, Biryani, Seafood",0.0,0.0,225.0
832,832,New Guru Nalapaka,"KR Puram, Bangalore",300,"South Indian, North Indian, Chinese",0.0,550.0,150.0
833,833,Rajdhani Dhaba,"Whitefield, Bangalore",350,"North Indian, Chinese, Street Food, Fast Food, Desserts",0.0,1.0,175.0
834,834,Kakara - The Taste Of Odisha,"Marathahalli, Bangalore",400,"Mithai, North Indian, Street Food",0.0,41.0,200.0
835,835,Jaya's Home Kitchen,"Brookefield, Bangalore",300,North Indian,0.0,39.0,150.0
836,836,Nandi Upachar,"Varthur Main Road, Whitefield, Bangalore",700,"South Indian, Chinese, North Indian, Street Food, Biryani, Desserts, Shake, Beverages",0.0,0.0,350.0
837,837,Wae's,"ITPL Main Road, Whitefield, Bangalore",250,"Sandwich, Fast Food, Street Food, Beverages",0.0,25.0,125.0
838,838,Vatika Veg,"Whitefield, Bangalore",200,"North Indian, Chinese, Street Food, Beverages",0.0,108.0,100.0
839,839,Cakewala,"Brookefield, Bangalore",400,Bakery,3.7,1231.0,200.0
840,840,Ramesh Foods,"Marathahalli, Bangalore",300,"Pizza, Sandwich, Burger, Pasta, Momos, Ice Cream, Shake, Beverages",0.0,51.0,150.0
841,841,B Kitchenn,"Marathahalli, Bangalore",450,"North Indian, Biryani, Mughlai, Chinese",0.0,0.0,225.0
842,842,V R Mutton Dum Biryani,"KR Puram, Bangalore",400,"Kebab, Biryani",0.0,0.0,200.0
843,843,SLN Military Hotel,"KR Puram, Bangalore",650,"South Indian, Biryani",0.0,114.0,325.0
844,844,Jitubhai Mutton Point,"Marathahalli, Bangalore",400,"North Indian, Chinese, Rolls, Fast Food",0.0,7.0,200.0
845,845,Chat Time,"Varthur Main Road, Whitefield, Bangalore",300,Street Food,0.0,14.0,150.0
846,846,The Byke Signature  Bengaluru,"Whitefield, Bangalore",500,"North Indian, Fast Food, Chinese",0.0,1.0,250.0
847,847,Mahadev Pure Veg Restaurant,"ITPL Main Road, Whitefield, Bangalore",350,North Indian,0.0,0.0,175.0
848,848,Sassy South,"KR Puram, Bangalore",450,"South Indian, Tea, Chinese, Andhra, Tamil",0.0,181.0,225.0
849,849,JSPIICE  Hunger Decoded,"Marathahalli, Bangalore",250,"Shawarma, Sandwich, Burger, Chinese, Fast Food, Street Food, Juices, Shake",0.0,106.0,125.0
850,850,Udupi Anubhav,"KR Puram, Bangalore",500,"South Indian, North Indian, Chinese, Biryani, Desserts, Beverages, Shake, Juices",0.0,1241.0,250.0
851,851,The Sober Cafe,"Marathahalli, Bangalore",300,"Beverages, Tea, Street Food",0.0,7.0,150.0
852,852,Slay Coffee Bar,"Marathahalli, Bangalore",600,"Cafe, Coffee, Beverages, Fast Food",0.0,0.0,300.0
853,853,Sri Basaveswara Khanavali,"Whitefield, Bangalore",300,South Indian,0.0,0.0,150.0
854,854,Kale Me Crazy KL 14,"Brookefield, Bangalore",300,"Kerala, South Indian, North Indian, Chinese",0.0,3.0,150.0
855,855,Tea Time,"Brookefield, Bangalore",300,"Tea, Sandwich, Fast Food, Street Food, Beverages, Shake",0.0,221.0,150.0
856,856,Go Zero - Ice Creams & Desserts,"ITPL Main Road, Whitefield, Bangalore",550,"Ice Cream, Desserts",0.0,168.0,275.0
857,857,Tea Time,"Whitefield, Bangalore",150,"Tea, Shake, Beverages",0.0,44.0,75.0
858,858,Haldiram's Sweets And Namkeen,"KR Puram, Bangalore",400,"Mithai, Bakery, Desserts, North Indian, Street Food",0.0,0.0,200.0
859,859,Chai Fusion Cafe,"Brookefield, Bangalore",100,"Tea, Coffee",0.0,5.0,50.0
860,860,Waffle Express,"Whitefield, Bangalore",250,"Sandwich, Waffle, Desserts",0.0,107.0,125.0
861,861,BALAJI CENTRAL CAFE,"Whitefield, Bangalore",250,"South Indian, Biryani, Chinese",0.0,7.0,125.0
862,862,Des Tea Nation,"Whitefield, Bangalore",200,"Ice Cream, Shake, Desserts",0.0,10.0,100.0
863,863,The Naashta Story,"Marathahalli, Bangalore",300,"South Indian, Chinese",0.0,88.0,150.0
864,864,Sri Ranghanatha Swamy,"Whitefield, Bangalore",200,"Chinese, South Indian, Andhra, Biryani, Street Food",0.0,0.0,100.0
865,865,Young Star Restaurant,"Marathahalli, Bangalore",400,"North Indian, Bengali, Chinese, Biryani",0.0,45.0,200.0
866,866,Brothers Restaurant,"Varthur Main Road, Whitefield, Bangalore",200,South Indian,0.0,0.0,100.0
867,867,Noname Cafe,"Whitefield, Bangalore",350,"North Indian, Beverages",0.0,2.0,175.0
868,868,Rajashtan Chats And Sweets,"Marathahalli, Bangalore",150,"Mithai, Street Food, North Indian, Maharashtrian",0.0,55.0,75.0
869,869,Lassi Paradise,"Marathahalli, Bangalore",200,"Beverages, Juices, Fast Food, Ice Cream, Desserts",0.0,0.0,100.0
870,870,Ak Tiffen And Lunch,"Marathahalli, Bangalore",150,South Indian,0.0,2.0,75.0
871,871,Sri Vigneshwara Andhra Hotel,"Brookefield, Bangalore",250,"South Indian, Chinese",0.0,5.0,125.0
872,872,Mistea Cafe,"Marathahalli, Bangalore",100,"Street Food, Beverages",0.0,0.0,50.0
873,873,Kovai Mess,"Whitefield, Bangalore",100,South Indian,0.0,0.0,50.0
874,874,Royal Benne Dose,"Whitefield, Bangalore",200,South Indian,0.0,55.0,100.0
875,875,Makhanchor,"Marathahalli, Bangalore",200,"North Indian, Street Food",0.0,0.0,100.0
876,876,Morbi Sweet & Farsan,"Kaggadasapura, Bangalore",200,Mithai,0.0,0.0,100.0
877,877,Akanksha Kitchen,"Brookefield, Bangalore",300,"North Indian, Fast Food, Chinese",0.0,6.0,150.0
878,878,Chandu's Kitchen,"Brookefield, Bangalore",300,South Indian,0.0,0.0,150.0
879,879,Sri Sai Juice And Tea Coffee Point,"Marathahalli, Bangalore",100,"Tea, Juices, Beverages",0.0,0.0,50.0
880,880,Slv Sree Lakshmi Venkateshwara Sweets And Khara,"KR Puram, Bangalore",200,"Mithai, Street Food",0.0,0.0,100.0
881,881,Traiaika Foods,"Marathahalli, Bangalore",250,"Fast Food, North Indian, Street Food",0.0,0.0,125.0
882,882,Hotel Sai Akshiya Bhavan,"KR Puram, Bangalore",200,South Indian,0.0,1.0,100.0
883,883,Dahiya Ji Sweets And Restaurant,"Whitefield, Bangalore",400,"Mithai, North Indian, Chinese, Biryani, Momos, Street Food",0.0,42.0,200.0
884,884,Vasavi Holige Mane Thindi,"KR Puram, Bangalore",200,"South Indian, Street Food",0.0,0.0,100.0
885,885,Tea Day,"Marathahalli, Bangalore",400,"Tea, Sandwich, Fast Food, Street Food, Shake, Beverages",0.0,0.0,200.0
886,886,Sai's Andhra Inn,"KR Puram, Bangalore",150,Andhra,0.0,44.0,75.0
887,887,Guntur Tasty Foods,"Marathahalli, Bangalore",400,"South Indian, Kebab, Chinese, Biryani, Arabian, Lebanese, North Indian, Beverages",0.0,0.0,200.0
888,888,Sri Lakshmi Hotel,"Marathahalli, Bangalore",200,South Indian,0.0,0.0,100.0
889,889,Kafe Box,"Marathahalli, Bangalore",250,"Fast Food, Juices",0.0,0.0,125.0
890,890,Grand Amaravathi,"Marathahalli, Bangalore",350,"Andhra, South Indian, Biryani, Kebab, Chinese",0.0,0.0,175.0
891,891,Slv Food Corner,"Marathahalli, Bangalore",200,South Indian,0.0,0.0,100.0
892,892,Acharjee Sweets And Snacks,"Marathahalli, Bangalore",200,"Mithai, North Indian, Street Food",0.0,0.0,100.0
893,893,Chai 365,"Marathahalli, Bangalore",150,"Tea, Coffee, Shake, Beverages, Street Food",0.0,3.0,75.0
894,894,Juzy Cafe,"Marathahalli, Bangalore",250,"Beverages, Juices, Ice Cream, Fast Food",0.0,0.0,125.0
895,895,Sri Durga Parameshwari Upahara,"Whitefield, Bangalore",100,South Indian,0.0,0.0,50.0
896,896,Svadu Pure Ghee Sweets,"Whitefield, Bangalore",300,"Mithai, Street Food",0.0,0.0,150.0
897,897,Empty Cup,"KR Puram, Bangalore",300,South Indian,0.0,0.0,150.0
898,898,Brundavn Hotel,"KR Puram, Bangalore",300,"North Indian, Biryani, Chinese",0.0,0.0,150.0
899,899,Mahalakshmi Sweet & Chats,"Brookefield, Bangalore",200,"Mithai, Street Food, Beverages",0.0,0.0,100.0
900,900,Kokila Restaurant,"Marathahalli, Bangalore",300,"North Indian, Chinese",0.0,5.0,150.0
901,901,Akhila Bakery And Tea World,"ITPL Main Road, Whitefield, Bangalore",200,"North Indian, Chinese, Shake, Beverages",0.0,0.0,100.0
902,902,Golden Bake And Juice,"Brookefield, Bangalore",200,"Beverages, Fast Food, Street Food, Juices, Rolls, Sandwich",0.0,0.0,100.0
903,903,Deli2Go,"Brookefield, Bangalore",600,"Cafe, Fast Food, Hot dogs, Street Food, Beverages",0.0,1.0,300.0
904,904,Sri Sai Ruchi's,"Brookefield, Bangalore",400,"South Indian, North Indian, Chinese, Biryani",0.0,0.0,200.0
905,905,S S Rao's Upahaar,"Marathahalli, Bangalore",200,South Indian,0.0,5.0,100.0
906,906,VR Bangarpetr Chat,"KR Puram, Bangalore",150,"Street Food, Fast Food",0.0,0.0,75.0
907,907,Shri Raghavendra Tiffin Center,"Marathahalli, Bangalore",150,South Indian,0.0,0.0,75.0
908,908,Pratiksha Restaurant,"Marathahalli, Bangalore",350,"South Indian, North Indian, Chinese",0.0,0.0,175.0
909,909,KGN Cafe,"Varthur Main Road, Whitefield, Bangalore",250,"Beverages, Shake, Juices, Fast Food",0.0,0.0,125.0
910,910,BK Cafe By Burger King,"Kote MR Plaza, Bangalore",600,"Cafe, Fast Food, Beverages",0.0,0.0,300.0
911,911,Om Sri Durgamma Hotel,"KR Puram, Bangalore",200,South Indian,0.0,0.0,100.0
912,912,Udupi Cafe,"ITPL Main Road, Whitefield, Bangalore",200,South Indian,0.0,0.0,100.0
913,913,The Good Food Chefs,"Marathahalli, Bangalore",200,"Beverages, North Indian, Chinese, Street Food",0.0,0.0,100.0
914,914,One Stop Biryani,"Whitefield, Bangalore",350,"Biryani, South Indian, Chinese",0.0,2.0,175.0
915,915,Green Leaf Hotel,"Marathahalli, Bangalore",300,Kerala,0.0,0.0,150.0
916,916,Hotel Sri Sannedi,"Marathahalli, Bangalore",300,"Biryani, Chinese",0.0,0.0,150.0
917,917,New Ragam Bakery,"Brookefield, Bangalore",100,"Fast Food, Street Food, Lebanese",0.0,0.0,50.0
918,918,Ramdev Sagar Pure Veg,"KR Puram, Bangalore",350,"South Indian, Chinese",0.0,0.0,175.0
919,919,Swagruha Sweets And Bakes,"Brookefield, Bangalore",200,"Bakery, Mithai, Fast Food, Pizza, Street Food, Beverages",0.0,1.0,100.0
920,920,Sri Mukambika Darshini,"Commercial Street, Bangalore",200,South Indian,0.0,0.0,100.0
921,921,Dosa.com,"Whitefield, Bangalore",200,South Indian,0.0,10.0,100.0
922,922,Priya's Kitchen,"ITPL Main Road, Whitefield, Bangalore",100,South Indian,0.0,13.0,50.0
923,923,Sri Sai Canteen,"Whitefield, Bangalore",300,South Indian,0.0,0.0,150.0
924,924,Drip The Cafe Bar,"KR Puram, Bangalore",300,"Fast Food, Street Food, Sandwich, Beverages, Desserts",0.0,132.0,150.0
925,925,Bhabatarini Bangali Hotel,"ITPL Main Road, Whitefield, Bangalore",100,Bengali,0.0,0.0,50.0
926,926,Andhra Homely Foods,"KR Puram, Bangalore",300,"North Indian, Chinese, South Indian, Beverages, Sichuan",0.0,0.0,150.0
927,927,O.M.D.S Hotel,"ITPL Main Road, Whitefield, Bangalore",300,South Indian,0.0,0.0,150.0
928,928,Fresh And Hot Momos,"Whitefield, Bangalore",250,"North Indian, Street Food, Momos",0.0,0.0,125.0
929,929,Horanadu Annapurneshwari Restaurant,"KR Puram, Bangalore",300,"South Indian, Street Food",0.0,0.0,150.0
930,930,Shree Swaad Cafe,"KR Puram, Bangalore",200,"Sandwich, Burger, Rolls, Fast Food, Street Food, Ice Cream, Desserts, Beverages",0.0,11.0,100.0
931,931,KVR Spice Garden,"Marathahalli, Bangalore",300,"North Indian, South Indian, Chinese, Beverages",0.0,0.0,150.0
932,932,Sri Ranganatha Swamy,"Varthur Main Road, Whitefield, Bangalore",200,South Indian,0.0,0.0,100.0
933,933,Nellore Tiffin & Meals,"Marathahalli, Bangalore",500,South Indian,0.0,1.0,250.0
934,934,C.K.S Malgudi Kitchen,"Varthur Main Road, Whitefield, Bangalore",100,South Indian,0.0,0.0,50.0
935,935,New Athithi Sagar,"KR Puram, Bangalore",200,"South Indian, Street Food, Beverages",0.0,217.0,100.0
936,936,Juicy Garish,"Marathahalli, Bangalore",200,"South Indian, Chinese, Fast Food, Sandwich, Rolls, Street Food, Shake, Beverages",0.0,17.0,100.0
937,937,Cuisine Meal Restaurant,"Brookefield, Bangalore",350,South Indian,0.0,11.0,175.0
938,938,Wood Fire Pizza,"Whitefield, Bangalore",500,"Burger, Pizza, Fast Food",0.0,0.0,250.0
939,939,Mayura Bakery and Sweets,"Whitefield, Bangalore",400,"Bakery, Mithai",0.0,0.0,200.0
940,940,Hotel Prithvi,"ITPL Main Road, Whitefield, Bangalore",200,"Chinese, Kerala, Seafood",0.0,11.0,100.0
941,941,Golden Fork,"ITPL Main Road, Whitefield, Bangalore",200,"South Indian, Chinese, North Indian",0.0,0.0,100.0
942,942,Spice X,"Miraya Rose, Bangalore",300,"Sandwich, Fast Food",0.0,0.0,150.0
943,943,Herbaceous,"Varthur Main Road, Whitefield, Bangalore",350,"North Indian, Sandwich, Chinese, Beverages",0.0,0.0,175.0
944,944,Ruchi Mayur Hotel,"Varthur Main Road, Whitefield, Bangalore",200,South Indian,0.0,0.0,100.0
945,945,99 Udupi Veg,"Marathahalli, Bangalore",300,"South Indian, North Indian",0.0,0.0,150.0
946,946,Aroma's Hyderabad House,"Marathahalli, Bangalore",950,"Hyderabadi, Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",4.2,2891.0,475.0
947,947,Spice It - Ibis Bengaluru,"Ibis Bengaluru, Marathahalli, Bangalore",2500,"North Indian, Continental, Italian, Asian, Desserts, Beverages",4.0,53.0,1250.0
948,948,The Coffee Brewery,"Bellandur, Bangalore",800,"Cafe, Sandwich, Fast Food, Bakery, Desserts, Beverages",3.4,300.0,400.0
949,949,Delice - Novotel,"Novotel Bengaluru, Marathahalli, Bangalore",1300,"Desserts, Fast Food, Italian, Continental, North Indian",4.2,45.0,650.0
950,950,Bla Bla Chai,"Kaggadasapura, Bangalore",300,"Tea, Fast Food, Beverages",3.1,0.0,150.0
951,951,Chez Nous,"Sarjapur Road, Bangalore",2000,North Indian,0.0,0.0,1000.0
952,952,Third Wave Coffee,"Bellandur, Bangalore",700,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",4.1,454.0,350.0
953,953,Demitasse Coffee,"Brookefield, Bangalore",300,"Cafe, Coffee, Beverages",3.9,25.0,150.0
954,954,Delhi Wala Tadka,"Marathahalli, Bangalore",500,"North Indian, Chinese, Street Food, Biryani, Beverages",3.7,128.0,250.0
955,955,Zed The Baker,"Prestige Tech Park, Bangalore",800,"Bakery, Burger, Pizza, Desserts",3.5,60.0,400.0
956,956,Bekal Restaurant,"Jeevan Bhima Nagar, Bangalore",850,"Kerala, Mangalorean, Seafood, Chinese, Beverages",3.9,2732.0,425.0
957,957,Munchin Cafe,"Varthur Main Road, Whitefield, Bangalore",350,"Momos, Sandwich, Pizza, Salad, Fast Food, Beverages",4.2,285.0,175.0
958,958,TBC- Sky Lounge,"Kadubeesanahalli, Bangalore",1500,"Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages",4.5,505.0,750.0
959,959,Blue Tokai Coffee Roasters,"Bellandur, Bangalore",600,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Sandwich",3.8,210.0,300.0
960,960,Flavors Of India,"Bellandur, Bangalore",1800,"Oriental, Chinese, Continental, South Indian, North Indian, Desserts, Beverages",4.0,201.0,900.0
961,961,Starbucks Coffee,"Bellandur, Bangalore",600,"Cafe, Coffee, Desserts, Beverages",3.2,1300.0,300.0
962,962,Spice Darbar,"Iris Inn, Bangalore",1200,"North Indian, Continental, Desserts, Beverages",3.8,4.0,600.0
963,963,Mirch Masala,"Kaggadasapura, Bangalore",500,"North Indian, Chinese, Mughlai, Seafood, Biryani, Fast Food, Desserts",3.8,762.0,250.0
964,964,Wah Parantha,"Bellandur, Bangalore",450,"North Indian, Street Food",4.0,1394.0,225.0
965,965,Dindigul Thalappakatti,"Marathahalli, Bangalore",1100,"Biryani, South Indian, North Indian, Mughlai, Chinese, Seafood, Desserts, Beverages",3.8,6799.0,550.0
966,966,Taste Indies,"Sarjapur Road, Bangalore",200,"Street Food, North Indian, Desserts",4.4,987.0,100.0
967,967,Chai Point,"Marathahalli, Bangalore",400,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe",4.1,4647.0,200.0
968,968,Ritomi's Lov,"Bellandur, Bangalore",500,"North Indian, Street Food, Chinese, Beverages, Sandwich",4.2,2389.0,250.0
969,969,Subway,"Bagmane World Technology Center, Bangalore",600,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",2.9,1524.0,300.0
970,970,Hotel Salala,"Old Airport Road, Bangalore",500,"North Indian, South Indian, Chinese, Mughlai",3.8,1445.0,250.0
971,971,Odia Snack Bar,"Bellandur, Bangalore",150,Odia,3.6,609.0,75.0
972,972,Chai Resto,"Bellandur, Bangalore",300,"Beverages, Fast Food, North Indian, Street Food, Tea",3.7,0.0,150.0
973,973,Ande Ka Funda,"Marathahalli, Bangalore",200,"North Indian, Rolls, Chinese",3.2,16100.000000000002,100.0
974,974,Iyer Idly,"Thippasandra, Bangalore",150,South Indian,4.4,1798.0,75.0
975,975,Chianti,"RMZ Ecoworld, Bellandur, Bangalore",1800,"Italian, Pizza, Pasta, Desserts",4.5,128.0,900.0
976,976,1By2 Cafe,"Bellandur, Bangalore",400,"Burger, Pizza, Desserts, Shake, Beverages",0.0,49.0,200.0
977,977,Motis Kitchen,"Thippasandra, Bangalore",350,"South Indian, Kerala, Chinese, Seafood, Chettinad",4.1,29800.0,175.0
978,978,Vaishnavi Vaibhava,"CV Raman Nagar, Bangalore",300,"South Indian, North Indian, Chinese, Street Food, Biryani, Juices, Beverages, Ice Cream",0.0,0.0,150.0
979,979,Champaran Meat House,"Kadubeesanahalli, Bangalore",600,"North Indian, Bihari",3.5,393.0,300.0
980,980,Lets Talk Over Table,"Jeevan Bhima Nagar, Bangalore",950,"Cafe, Continental, Fast Food, Seafood, Desserts, Beverages",3.5,617.0,475.0
981,981,Shree Murugan Idly Shop,"Kaggadasapura, Bangalore",200,South Indian,0.0,0.0,100.0
982,982,Some Whispers,"Kadubeesanahalli, Bangalore",200,"Juices, Shake, Beverages, Desserts, Fast Food, Street Food",0.0,79.0,100.0
983,983,The Odisha Cafe,"Kaggadasapura, Bangalore",100,"North Indian, Desserts",0.0,48.0,50.0
984,984,Truly North Indian,"Bellandur, Bangalore",250,North Indian,4.4,635.0,125.0
985,985,Kairali Restaurant,"Bellandur, Bangalore",400,"Kerala, South Indian, Seafood, Biryani, Chinese, Beverages",4.0,9435.0,200.0
986,986,Wooden Fork,"Kadubeesanahalli, Bangalore",300,South Indian,0.0,4.0,150.0
987,987,Ghar Ki Rasoi,"Bellandur, Bangalore",300,North Indian,0.0,0.0,150.0
988,988,Cremee Fresh Cakes n' Snacks,"Kaggadasapura, Bangalore",350,Bakery,4.1,245.0,175.0
989,989,The Salad Studio,"Bellandur, Bangalore",550,"Salad, Healthy Food, Sandwich, Juices",3.9,4766.0,275.0
990,990,Sri Guru Raghavendra Dosa Camp,"Old Airport Road, Bangalore",300,South Indian,0.0,5.0,150.0
991,991,Udupi Nalapaka,"Bellandur, Bangalore",400,"South Indian, North Indian, Chinese, Shake, Beverages",3.8,11700.0,200.0
992,992,Udupi Aatithya,"Bellandur, Bangalore",300,"South Indian, North Indian, Chinese, Fast Food, Shake, Sichuan",3.9,14400.0,150.0
993,993,Belz,"Bellandur, Bangalore",300,South Indian,0.0,0.0,150.0
994,994,Udupi Kitchen,"Bellandur, Bangalore",400,"South Indian, North Indian, Chinese, Desserts, Beverages",3.2,1314.0,200.0
995,995,Chaayos Chai+Snacks=Relax,"RMZ Ecoworld, Bellandur, Bangalore",350,"Tea, Beverages, Sandwich, Street Food",4.2,909.0,175.0
996,996,Atithi Aramane Veg,"Bellandur, Bangalore",450,"South Indian, North Indian, Chinese",4.2,4583.0,225.0
997,997,Vishal Sweets & Restaurant,"Marathahalli, Bangalore",350,"North Indian, Chinese, Mithai",3.5,9137.0,175.0
998,998,Udupi Vaibhav Veg,"Marathahalli, Bangalore",400,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages",3.9,1258.0,200.0
999,999,Kerala Panoor Restaurant,"Bellandur, Bangalore",300,"Kerala, Seafood, Biryani, South Indian, Chinese, North Indian, Sichuan",3.7,23700.0,150.0
